Player Name,Age,Team,ASR,Nationality,Transfer History Count,MarketValue,missing_market_value,Age_norm,MarketValue_norm,Transfers_norm,Nationality_norm,ClubTier,ClubTier_norm,InputScore,SustainabilityScore
Maxim Mateáš,17,ŠK Slovan Bratislava B U21,6.45,SVK,0,330000,False,0.48250000000000004,0.10133783783783784,0.1,0.1,3,1.0,0.791,8.154
Maximilian Beier,22,Borussia Dortmund,6.84,GER,4,27000000,False,0.5950000000000001,0.20945945945945948,0.33999999999999997,1.0,2,0.7,1.47,4.653
Maximilian Mittelstädt,28,VfB Stuttgart,7.3,GER,2,22000000,False,0.73,0.1891891891891892,0.22,1.0,3,1.0,1.56,4.679
Maximiliano Araújo,25,Sporting,7.08,URU,4,12700000,False,0.6625,0.1514864864864865,0.33999999999999997,1.0,3,1.0,1.618,4.376
Maximiliano Caufriez,28,Red Bull Salzburg,6.68,BEL,5,1400000,False,0.73,0.10567567567567568,0.4,0.1,2,0.7,1.036,6.448
Maximilián Marko,20,ŠK Slovan Bratislava B U21,6.6,SVK,0,79000,False,0.55,0.10032027027027028,0.1,0.1,3,1.0,0.825,8.0
Mayssam Benama,20,AS Monaco U21,6.1,FRA,0,160000,False,0.55,0.10064864864864866,0.1,0.1,3,1.0,0.825,7.394
Michael Bresser,18,Jong PSV Eindhoven,6.76,NED,0,245000,False,0.505,0.10099324324324326,0.1,1.0,3,1.0,1.343,5.034
Michael Olise,23,FC Bayern München,7.83,FRA,3,77000000,False,0.6174999999999999,0.41216216216216217,0.28,0.1,3,1.0,1.034,7.573
Michel Aebischer,28,Bologna,6.83,SUI,4,10500000,False,0.73,0.14256756756756758,0.33999999999999997,1.0,3,1.0,1.651,4.137
Miguel Chaiwa,21,Young Boys,6.65,ZAM,4,1200000,False,0.5725,0.10486486486486488,0.33999999999999997,1.0,3,1.0,1.569,4.238
Miguel Gutiérrez,23,Girona FC,7.06,ESP,3,27000000,False,0.6174999999999999,0.20945945945945948,0.28,0.1,3,1.0,1.014,6.963
Mika Biereth,22,AS Monaco,7.23,DEN,5,26000000,False,0.5950000000000001,0.20540540540540542,0.4,1.0,3,1.0,1.638,4.414
Mike Aidoo,19,Inter U20,6.92,ITA,0,390000,False,0.5275,0.10158108108108109,0.1,0.1,3,1.0,0.814,8.501
Mike Maignan,29,Milan,7.18,FRA,3,27000000,False,0.7525,0.20945945945945948,0.28,0.1,3,1.0,1.081,6.642
Mikel Merino,28,Arsenal,7.07,ESP,5,36000000,False,0.73,0.24594594594594596,0.4,0.1,1,0.4,0.93,7.602
Milson,25,FK Crvena zvezda,7.08,ANG,5,5200000,False,0.6625,0.1210810810810811,0.4,1.0,3,1.0,1.663,4.257
Min-jae Kim,28,FC Bayern München,7.11,KOR,5,46000000,False,0.73,0.2864864864864865,0.4,1.0,3,1.0,1.714,4.148
Min-su Kim,19,Girona B,6.62,KOR,1,1100000,False,0.5275,0.10445945945945946,0.16,1.0,3,1.0,1.402,4.722
Mirko Ivanić,31,FK Crvena zvezda,7.45,MNE,5,4900000,False,0.7975,0.11986486486486488,0.4,0.1,3,1.0,1.191,6.255
Mohamed Camara,27,Young Boys,6.91,GUI,5,2200000,False,0.7075,0.10891891891891892,0.4,1.0,3,1.0,1.685,4.101
Morten Hjulmand,25,Sporting,7.13,DEN,3,48000000,False,0.6625,0.2945945945945946,0.28,1.0,3,1.0,1.585,4.498
Mykola Matvienko,29,Shakhtar Donetsk,7.12,UKR,4,16900000,False,0.7525,0.1685135135135135,0.33999999999999997,0.1,3,1.0,1.125,6.329
Myles Lewis-Skelly,18,Arsenal,6.76,ENG,1,30000000,False,0.505,0.22162162162162163,0.16,1.0,1,0.4,1.163,5.813
Nabil Bentaleb,30,Lille,6.66,ALG,4,8800000,False,0.775,0.13567567567567568,0.33999999999999997,1.0,3,1.0,1.673,3.981
Nahuel Molina,27,Atlético Madrid,6.82,ARG,5,24000000,False,0.7075,0.1972972972972973,0.4,1.0,3,1.0,1.693,4.028
Naim Byar,20,Bologna U19,6.87,MAR,1,535000,False,0.55,0.10216891891891892,0.16,1.0,3,1.0,1.413,4.862
Nathan Aké,30,Manchester City,6.88,NED,5,29000000,False,0.775,0.21756756756756757,0.4,1.0,1,0.4,1.489,4.621
Nathan Butler-Oyedeji,22,Arsenal U21,6.53,ENG,2,525000,False,0.5950000000000001,0.10212837837837839,0.22,1.0,3,1.0,1.484,4.4
Nathanaël Mbuku,23,GNK Dinamo Zagreb,6.95,COD,5,1800000,False,0.6174999999999999,0.1072972972972973,0.4,1.0,3,1.0,1.639,4.24
Neto,25,Chelsea,7.04,POR,5,48000000,False,0.6625,0.2945945945945946,0.4,1.0,1,0.4,1.441,4.885
Newerton,19,Shakhtar Donetsk,7.02,BRA,1,2900000,False,0.5275,0.11175675675675677,0.16,1.0,3,1.0,1.403,5.004
Ngal'ayel Mukau,20,Lille,6.8,COD,3,14200000,False,0.55,0.15756756756756757,0.28,1.0,3,1.0,1.515,4.488
Nico González,23,Manchester City,7.14,ESP,5,43000000,False,0.6174999999999999,0.2743243243243243,0.4,0.1,1,0.4,0.876,8.151
Nico O'Reilly,20,Manchester City,7.19,ENG,0,7600000,False,0.55,0.1308108108108108,0.1,1.0,1,0.4,1.128,6.374
Nicola Bagnolini,21,Bologna,7.04,ITA,1,190000,False,0.5725,0.10077027027027027,0.16,0.1,3,1.0,0.884,7.964
Nicolas Kühn,25,Celtic,7.38,GER,5,11300000,False,0.6625,0.14581081081081082,0.4,1.0,3,1.0,1.666,4.43
Nicolás Capaldo,26,Red Bull Salzburg,6.97,ARG,2,5300000,False,0.685,0.1214864864864865,0.22,1.0,2,0.7,1.411,4.94
Nicolás González,27,Juventus,6.98,ARG,5,29000000,False,0.7075,0.21756756756756757,0.4,1.0,1,0.4,1.456,4.794
Nicolò Barella,28,Inter,7.14,ITA,5,87000000,False,0.73,0.45270270270270274,0.4,0.1,3,1.0,1.19,6.0
Nicolò Cambiaghi,24,Bologna,6.97,ITA,5,6300000,False,0.64,0.12554054054054054,0.4,0.1,3,1.0,1.113,6.262
Nicolò Casale,27,Bologna,6.8,ITA,5,7500000,False,0.7075,0.1304054054054054,0.4,0.1,3,1.0,1.147,5.929
Niklas Geyrhofer,25,SK Sturm Graz,6.73,AUT,2,1900000,False,0.6625,0.10770270270270271,0.22,0.1,3,1.0,0.978,6.881
Niklas Jessen,21,Borussia Dortmund II U23,6.45,GER,4,245000,False,0.5725,0.10099324324324326,0.33999999999999997,1.0,3,1.0,1.568,4.114
Niklas Lomb,31,Bayer 04 Leverkusen,6.7,GER,5,240000,False,0.7975,0.10097297297297297,0.4,1.0,3,1.0,1.729,3.875
